Index,LengthOfURL,LengthOfDomain,ObfuscationRate,CharacterProbabilityInURL,LengthOfTLD,ContainsObfuscation,CharacterContinuityRate,CountOfSubdomains,LetterCountInURL,IsDomainAnIP,NumberOfiFrames,CountOfObfuscatedChars,TopLevelDomain,LegitimacyProbabilityOfTLD,Target
29660,,,0.0,0.049425305,3.0,0.0,1.0,1.0,11.0,0.0,,0.0,com,0.5229071,0
40859,,,0.0,0.049202699,2.0,0.0,,1.0,,0.0,0.0,0.0,in,0.0050842,0
4217,26.0,19.0,0.0,0.057702847,3.0,0.0,1.0,1.0,13.0,,5.0,0.0,,0.5229071,1
5767,17.0,10.0,0.0,0.041219918,2.0,0.0,,1.0,4.0,0.0,1.0,0.0,gr,,1
54486,31.0,24.0,0.0,0.057900783,3.0,,1.0,1.0,18.0,0.0,23.0,,com,,1
51945,,,0.0,0.065860295,3.0,0.0,1.0,,16.0,0.0,1.0,0.0,com,,1
27025,49.0,19.0,0.0,0.055298256,,0.0,0.6875,1.0,,0.0,0.0,0.0,pl,0.0069695,0
47117,174.0,12.0,0.0,0.036116105,2.0,0.0,,,129.0,0.0,,0.0,,0.0002773,0
47870,22.0,15.0,0.0,0.064281598,,0.0,1.0,1.0,9.0,0.0,1.0,0.0,com,0.5229071,1
52114,,20.0,,0.063587224,,,,1.0,14.0,,0.0,0.0,com,0.5229071,1
51367,,25.0,0.0,0.061753092,,0.0,0.588235294,2.0,18.0,0.0,4.0,0.0,,,1
36495,31.0,24.0,0.0,0.057338871,3.0,0.0,1.0,,,0.0,0.0,0.0,,,1
23060,24.0,17.0,0.0,0.066068428,3.0,,1.0,1.0,11.0,0.0,2.0,0.0,com,0.5229071,1
13355,,15.0,0.0,,3.0,0.0,,,9.0,0.0,0.0,0.0,com,0.5229071,1
11499,28.0,22.0,,0.05924037,3.0,,1.0,,,0.0,0.0,0.0,com,,0
43184,17.0,,0.0,,2.0,0.0,1.0,1.0,4.0,0.0,,0.0,sh,0.0003027,1
9815,28.0,21.0,0.0,0.062818565,,0.0,1.0,1.0,15.0,0.0,,,com,,1
52164,47.0,16.0,0.0,0.061329308,,,,1.0,34.0,,,0.0,com,0.5229071,0
3244,,14.0,0.0,0.073843875,3.0,0.0,,1.0,8.0,0.0,0.0,0.0,,0.5229071,0
48558,26.0,19.0,0.0,0.071703364,3.0,0.0,1.0,1.0,13.0,,0.0,,com,0.5229071,1
37007,23.0,16.0,0.0,,3.0,0.0,1.0,,10.0,0.0,0.0,0.0,com,0.5229071,1
3886,,20.0,0.0,0.052666321,,,0.666666667,2.0,13.0,,1.0,0.0,org,0.0799628,0
30944,29.0,22.0,0.0,0.059155465,2.0,0.0,0.6,1.0,,0.0,2.0,0.0,,0.0326503,1
1469,19.0,13.0,0.0,0.030844396,3.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,,0.5229071,0
2630,32.0,24.0,0.0,,3.0,0.0,0.7,1.0,19.0,0.0,0.0,0.0,com,0.5229071,0
1787,25.0,18.0,0.0,0.056383683,,0.0,1.0,1.0,12.0,0.0,,0.0,net,0.0384199,1
10195,24.0,17.0,,0.067877895,3.0,0.0,1.0,1.0,11.0,0.0,,0.0,com,0.5229071,1
50136,,,,,3.0,0.0,1.0,1.0,,0.0,4.0,0.0,com,0.5229071,1
1614,,13.0,0.0,,3.0,0.0,0.8,1.0,6.0,0.0,1.0,0.0,org,0.0799628,1
43908,35.0,29.0,0.0,0.068722498,3.0,0.0,0.476190476,,,,,0.0,,0.5229071,0
13886,23.0,16.0,0.0,,2.0,0.0,0.666666667,2.0,9.0,0.0,0.0,0.0,sk,,1
24021,22.0,14.0,0.0,0.046560228,3.0,0.0,1.0,0.0,,0.0,0.0,0.0,top,0.0002752,0
14212,27.0,20.0,0.0,0.066336213,2.0,0.0,1.0,1.0,14.0,0.0,,0.0,eu,0.0056158,1
36590,28.0,22.0,,0.054888538,2.0,0.0,,2.0,15.0,0.0,0.0,,co,0.0059772,0
29519,22.0,14.0,0.0,0.048930298,3.0,,1.0,0.0,10.0,0.0,0.0,0.0,com,0.5229071,0
39067,26.0,,0.0,0.055197666,3.0,0.0,0.636363636,1.0,12.0,0.0,,,com,0.5229071,1
47678,30.0,,,0.071449162,3.0,,1.0,1.0,,0.0,,0.0,com,0.5229071,1
55630,39.0,,0.0,0.058996408,4.0,0.0,,0.0,29.0,0.0,0.0,0.0,page,0.0001446,0
7450,25.0,18.0,0.0,0.067002815,,0.0,1.0,1.0,,0.0,4.0,0.0,com,0.5229071,1
15356,,,0.0,,4.0,0.0,1.0,,13.0,0.0,0.0,0.0,,0.0075051,1
18689,88.0,7.0,0.0,0.039296943,2.0,0.0,1.0,0.0,64.0,0.0,0.0,0.0,io,0.0129268,0
54587,26.0,18.0,0.0,0.041709122,3.0,,0.571428571,,,0.0,0.0,,,0.0009613,0
22822,23.0,16.0,0.0,0.065255471,3.0,0.0,1.0,1.0,10.0,0.0,,0.0,,,1
53924,24.0,,0.0,0.061168821,,0.0,1.0,1.0,12.0,,0.0,,net,0.0384199,0
32100,33.0,23.0,0.0,0.058746549,3.0,0.0,1.0,1.0,,0.0,0.0,0.0,com,0.5229071,0
40907,,16.0,0.0,0.063935149,3.0,0.0,,1.0,10.0,0.0,4.0,0.0,com,0.5229071,1
1445,,19.0,0.0,0.048422237,,0.0,,,15.0,0.0,0.0,0.0,,0.5229071,0
37874,,,0.0,0.052875915,3.0,0.0,,1.0,18.0,,2.0,,com,0.5229071,1
25675,40.0,14.0,0.0,,2.0,0.0,0.727272727,1.0,,0.0,0.0,,,0.0326503,0
35839,25.0,,0.0,,,0.0,1.0,1.0,,,,0.0,com,,1
11979,,22.0,0.0,0.05493293,3.0,0.0,0.571428571,2.0,15.0,0.0,1.0,0.0,com,0.5229071,1
18067,40.0,32.0,0.0,,3.0,,0.464285714,1.0,28.0,0.0,0.0,,,,0
54144,23.0,16.0,0.0,0.04781768,2.0,0.0,,2.0,9.0,0.0,1.0,0.0,jm,2.11e-05,1
40050,,37.0,0.0,0.062931979,2.0,0.0,0.9,2.0,30.0,0.0,10.0,,au,0.0100856,1
16508,32.0,25.0,0.0,0.0633519,2.0,,0.666666667,,17.0,0.0,0.0,,,0.028555,1
544,34.0,16.0,,,,0.0,,,19.0,,0.0,,top,0.0002752,0
17666,,21.0,0.0,,3.0,0.0,1.0,1.0,15.0,0.0,1.0,0.0,org,0.0799628,1
95,27.0,21.0,0.0,0.059340326,4.0,,1.0,1.0,15.0,0.0,0.0,0.0,,0.0075051,0
54805,21.0,15.0,0.0,0.04568769,2.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,co,0.0059772,0
27047,27.0,,0.0,,3.0,0.0,1.0,1.0,15.0,,0.0,0.0,com,0.5229071,0
31507,,7.0,0.0,0.037241266,2.0,0.0,1.0,0.0,50.0,,,0.0,io,,0
51657,34.0,,0.0,0.0587414,3.0,0.0,1.0,1.0,21.0,0.0,2.0,0.0,org,0.0799628,1
11850,,21.0,0.0,0.045858389,,,0.588235294,,17.0,0.0,0.0,0.0,com,0.5229071,0
41015,32.0,,,0.060803291,3.0,0.0,,1.0,20.0,0.0,,,com,,0
17432,27.0,20.0,0.0,0.055776363,3.0,0.0,1.0,1.0,,0.0,,0.0,org,0.0799628,1
40721,21.0,14.0,0.0,0.053278094,3.0,0.0,,1.0,8.0,0.0,4.0,0.0,org,0.0799628,1
44233,21.0,14.0,0.0,0.070254631,3.0,0.0,1.0,1.0,,0.0,,0.0,,0.5229071,1
16724,,18.0,0.0,0.06292544,2.0,,0.818181818,2.0,11.0,0.0,3.0,0.0,id,0.0014653,1
54347,31.0,23.0,0.0,0.052633693,,0.0,,1.0,19.0,,,,,,0
31125,42.0,35.0,,0.063322072,2.0,,,2.0,28.0,0.0,,0.0,,0.0001718,1
6280,27.0,20.0,0.0,,3.0,0.0,,1.0,14.0,0.0,21.0,0.0,com,0.5229071,1
39603,17.0,10.0,,0.07319143,2.0,0.0,,1.0,,0.0,0.0,,cl,0.0012193,1
33020,,19.0,0.0,0.064211735,,,1.0,1.0,13.0,0.0,,0.0,com,0.5229071,1
33840,21.0,14.0,0.0,,3.0,0.0,1.0,1.0,8.0,0.0,3.0,0.0,com,,1
21123,,,0.0,,3.0,0.0,1.0,1.0,8.0,0.0,0.0,,org,0.0799628,1
35149,,24.0,0.0,0.061935494,,0.0,1.0,,18.0,,19.0,0.0,com,0.5229071,1
53266,17.0,10.0,0.0,0.043697382,2.0,,1.0,1.0,4.0,0.0,4.0,0.0,fr,0.0141483,1
38683,23.0,16.0,,0.058559388,3.0,,1.0,1.0,10.0,0.0,0.0,,org,0.0799628,1
41364,,25.0,0.0,,3.0,,,,19.0,0.0,2.0,0.0,com,0.5229071,1
10383,,15.0,,0.062194874,3.0,0.0,1.0,,9.0,0.0,1.0,,org,0.0799628,1
9016,56.0,47.0,0.0,,2.0,0.0,0.227272727,2.0,20.0,0.0,0.0,,co,0.0059772,0
43393,28.0,21.0,0.0,0.055253239,2.0,0.0,1.0,,,0.0,0.0,0.0,,0.0326503,1
32037,33.0,,0.0,0.044078649,3.0,0.0,,1.0,16.0,0.0,0.0,,com,,0
4058,,18.0,0.0,0.05982088,3.0,0.0,1.0,1.0,,0.0,4.0,0.0,com,,1
18740,,29.0,0.0,0.057927198,4.0,0.0,0.75,1.0,27.0,,,0.0,,0.0017656,0
3671,92.0,74.0,0.0,,4.0,0.0,0.260869565,,67.0,0.0,0.0,0.0,link,0.0003306,0
36966,33.0,21.0,0.0,0.054596574,4.0,0.0,,1.0,,,0.0,0.0,link,0.0003306,0
20222,27.0,20.0,,0.056232499,3.0,0.0,,1.0,14.0,0.0,,,com,0.5229071,1
8845,,24.0,0.0,0.063450041,3.0,,0.5,,21.0,0.0,0.0,0.0,com,0.5229071,0
45970,19.0,,0.0,0.047153064,2.0,0.0,0.6,2.0,,,0.0,0.0,,0.0049832,1
34886,27.0,20.0,0.0,0.051067043,2.0,0.0,0.769230769,2.0,,0.0,0.0,0.0,,0.0003306,1
42370,37.0,30.0,,,2.0,,0.869565217,,23.0,0.0,2.0,0.0,uk,0.028555,1
52819,,16.0,,0.050499683,,,1.0,1.0,10.0,,0.0,0.0,net,0.0384199,1
55628,24.0,17.0,0.0,0.062562565,3.0,0.0,1.0,1.0,11.0,0.0,15.0,0.0,,0.5229071,1
22584,24.0,17.0,0.0,0.049692244,3.0,,1.0,1.0,11.0,0.0,6.0,,org,0.0799628,1
1239,20.0,13.0,0.0,0.065716852,3.0,0.0,1.0,1.0,7.0,0.0,,0.0,com,0.5229071,1
20450,,19.0,0.0,0.065651304,3.0,0.0,1.0,1.0,13.0,0.0,2.0,0.0,,0.0799628,1
30412,,,0.0,0.058576415,2.0,,1.0,1.0,,,0.0,0.0,us,0.0045585,1
34223,21.0,14.0,0.0,0.061009506,3.0,0.0,,,7.0,,0.0,0.0,,0.0799628,1
6576,22.0,,0.0,0.069211425,3.0,0.0,,,9.0,0.0,1.0,0.0,,0.0008079,1
21536,,26.0,0.0,0.06659984,3.0,,1.0,,20.0,0.0,0.0,0.0,,,1
24581,36.0,27.0,0.0,0.045892904,,0.0,0.739130435,1.0,,0.0,0.0,0.0,,0.5229071,0
9546,36.0,,0.0,0.058480007,3.0,0.0,0.541666667,1.0,26.0,,0.0,,,0.5229071,0
15802,,38.0,,0.044404404,2.0,,0.457142857,2.0,68.0,0.0,0.0,,io,0.0129268,0
35574,26.0,20.0,0.0,0.053630486,4.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,info,0.0075051,0
19298,23.0,16.0,0.0,0.058476695,2.0,,1.0,,10.0,0.0,0.0,0.0,,0.0082003,1
1521,,16.0,,0.051572257,3.0,,1.0,1.0,10.0,0.0,,0.0,com,0.5229071,0
32995,,16.0,0.0,0.067316467,3.0,0.0,1.0,,10.0,0.0,0.0,0.0,,0.5229071,1
27695,78.0,61.0,0.0,,,0.0,0.192982456,3.0,,,3.0,0.0,com,0.5229071,0
15520,,10.0,,0.036960199,2.0,0.0,1.0,1.0,4.0,0.0,,,fr,,0
17645,,28.0,0.0,0.009351098,2.0,0.0,1.0,1.0,,,0.0,0.0,id,0.0014653,0
5056,36.0,29.0,0.0,0.052988728,2.0,0.0,0.863636364,2.0,22.0,0.0,3.0,0.0,uk,0.028555,1
50604,29.0,22.0,0.0,0.061920953,3.0,0.0,1.0,1.0,,0.0,19.0,0.0,com,,1
13841,,18.0,0.0,,2.0,0.0,1.0,,,0.0,5.0,,,,1
6185,25.0,,0.0,0.053124195,2.0,,0.666666667,,12.0,,0.0,0.0,ru,0.0180132,0
52999,65.0,,0.0,0.038858256,3.0,0.0,1.0,,,,,0.0,com,0.5229071,0
48348,,40.0,0.0,0.062268351,,0.0,0.388888889,1.0,37.0,0.0,0.0,0.0,com,,0
55248,,14.0,0.0,,3.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,,0.0799628,1
40509,24.0,17.0,0.0,0.064080882,,,0.7,2.0,10.0,0.0,,,il,0.0013543,1
55185,,16.0,0.0,0.051791692,3.0,0.0,1.0,1.0,,0.0,0.0,0.0,com,,1
27219,23.0,16.0,,0.064661457,,0.0,1.0,1.0,10.0,0.0,0.0,0.0,it,0.012178,1
27124,28.0,21.0,0.0,,,0.0,0.857142857,2.0,14.0,0.0,7.0,0.0,uk,0.028555,1
32332,20.0,14.0,0.0,0.04382562,,,1.0,1.0,8.0,0.0,0.0,0.0,,1.16e-05,0
11100,31.0,24.0,,0.059037094,3.0,0.0,1.0,1.0,18.0,,5.0,,com,0.5229071,1
53893,39.0,32.0,,0.054708861,2.0,0.0,,2.0,,0.0,0.0,0.0,uk,0.028555,1
46211,26.0,18.0,0.0,0.045836339,,0.0,0.642857143,1.0,15.0,0.0,,0.0,dev,0.0009613,0
45108,30.0,23.0,0.0,0.057639013,,0.0,1.0,,,0.0,3.0,0.0,,0.0799628,1
53204,27.0,20.0,,0.055422985,,,1.0,1.0,14.0,,,0.0,be,0.0033189,1
12815,31.0,,0.0,0.054379256,,0.0,0.833333333,,,0.0,0.0,,,0.001502,0
28033,28.0,21.0,0.0,0.053480039,2.0,0.0,0.785714286,,14.0,0.0,0.0,0.0,,0.0100856,1
53341,18.0,11.0,0.0,0.054866042,3.0,0.0,1.0,1.0,5.0,,1.0,0.0,org,0.0799628,1
2736,25.0,18.0,,0.066993353,3.0,0.0,,,12.0,0.0,0.0,0.0,,0.5229071,1
30841,,22.0,0.0,0.060966435,3.0,,0.714285714,1.0,15.0,0.0,,,com,0.5229071,1
20774,,13.0,,0.044802631,,,1.0,1.0,7.0,,1.0,0.0,org,0.0799628,1
18223,41.0,,0.0,0.057719519,,0.0,0.448275862,,28.0,0.0,0.0,0.0,com,0.5229071,0
24532,29.0,22.0,0.0,,3.0,0.0,1.0,1.0,16.0,0.0,22.0,0.0,com,0.5229071,1
48765,28.0,21.0,0.0,,3.0,0.0,1.0,1.0,15.0,,0.0,0.0,com,0.5229071,1
5293,20.0,,0.0,0.065252249,3.0,0.0,1.0,1.0,7.0,0.0,,0.0,org,0.0799628,1
29913,23.0,16.0,0.0,0.046855813,2.0,0.0,0.444444444,3.0,,0.0,0.0,0.0,za,0.0018398,1
30188,85.0,29.0,0.0,0.032603084,3.0,,0.52,2.0,42.0,,0.0,0.0,com,,0
8664,23.0,16.0,0.0,0.058829377,,0.0,1.0,1.0,10.0,0.0,,0.0,,,1
27602,51.0,30.0,0.0,0.049343202,2.0,0.0,0.333333333,,37.0,0.0,0.0,0.0,,0.0036375,0
24786,37.0,28.0,0.0,,4.0,0.0,,1.0,,,0.0,0.0,site,0.0017656,0
27502,38.0,30.0,0.0,0.053266628,,0.0,,1.0,28.0,0.0,0.0,0.0,com,0.5229071,0
6985,25.0,,0.0,0.068923183,3.0,,1.0,1.0,12.0,0.0,,0.0,com,,1
42941,,,,0.04019699,3.0,0.0,1.0,1.0,5.0,0.0,,,edu,0.0115013,1
10662,,11.0,0.0,0.065316835,3.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,org,0.0799628,1
15813,31.0,,0.0,0.061446331,2.0,0.0,,2.0,17.0,0.0,3.0,,uk,,1
24670,29.0,21.0,0.0,0.054323396,,,0.764705882,,19.0,0.0,0.0,0.0,com,0.5229071,0
45208,27.0,,0.0,0.073442962,,0.0,1.0,1.0,14.0,0.0,4.0,0.0,com,,1
19912,30.0,22.0,0.0,,3.0,0.0,0.833333333,1.0,19.0,0.0,,0.0,app,0.001502,0
46710,26.0,19.0,0.0,,3.0,0.0,1.0,1.0,,0.0,21.0,0.0,com,0.5229071,1
21012,,,0.0,0.057495598,,,,0.0,35.0,0.0,0.0,0.0,com,,0
31174,24.0,17.0,0.0,,3.0,,1.0,1.0,11.0,0.0,0.0,0.0,com,0.5229071,1
50497,21.0,14.0,0.0,0.065913389,3.0,0.0,1.0,1.0,,0.0,,,net,0.0384199,1
30455,,14.0,,,,0.0,1.0,1.0,8.0,0.0,0.0,,,,1
51055,29.0,22.0,0.0,0.069300439,,0.0,,1.0,,0.0,5.0,0.0,,0.5229071,1
17158,28.0,,,0.063133082,2.0,0.0,1.0,1.0,15.0,0.0,,,nu,,1
26624,24.0,18.0,0.0,,3.0,0.0,1.0,1.0,12.0,,0.0,0.0,,0.5229071,0
17094,26.0,19.0,0.0,0.060549228,3.0,0.0,,,,0.0,4.0,0.0,com,0.5229071,1
46619,,19.0,0.0,0.058918974,3.0,,1.0,1.0,,0.0,,0.0,com,0.5229071,1
43530,26.0,18.0,0.0,0.063464362,3.0,0.0,1.0,,17.0,0.0,0.0,,com,0.5229071,0
29249,,17.0,0.0,0.055562154,3.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,com,0.5229071,1
26156,20.0,,0.0,,2.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,,,1
14626,,11.0,0.0,0.052791174,2.0,0.0,1.0,1.0,5.0,,1.0,0.0,,0.0180132,1
41167,137.0,74.0,0.0,0.037880499,4.0,0.0,0.246376812,2.0,108.0,0.0,0.0,0.0,link,0.0003306,0
23104,22.0,15.0,0.0,0.056452623,,0.0,0.625,2.0,8.0,,,0.0,cn,0.0033218,1
41161,28.0,,0.0,0.058531008,2.0,0.0,,,,0.0,1.0,0.0,,0.0082003,1
44759,27.0,,0.0,0.065692763,3.0,0.0,1.0,1.0,14.0,0.0,4.0,0.0,net,0.0384199,1
49513,39.0,30.0,0.0,0.051717326,3.0,0.0,0.576923077,1.0,23.0,,0.0,0.0,com,0.5229071,0
17201,18.0,11.0,0.0,,3.0,,,0.0,10.0,0.0,0.0,,org,0.0799628,0
31122,34.0,25.0,0.0,0.045636496,3.0,0.0,0.80952381,1.0,16.0,0.0,0.0,0.0,,0.5229071,0
43275,21.0,,0.0,0.075951606,3.0,0.0,1.0,1.0,,,0.0,0.0,,,1
11495,,23.0,0.0,0.056731907,3.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,com,0.5229071,1
16711,,19.0,0.0,,,,,1.0,13.0,0.0,19.0,0.0,com,0.5229071,1
35777,,,0.0,0.064662965,,,1.0,1.0,12.0,,0.0,,com,0.5229071,0
13792,36.0,27.0,,0.045020445,4.0,0.0,0.590909091,1.0,,0.0,0.0,0.0,site,0.0017656,0
24553,31.0,24.0,0.0,0.065416022,3.0,0.0,,1.0,17.0,0.0,1.0,0.0,,0.5229071,1
35107,,18.0,0.0,,2.0,0.0,0.818181818,2.0,11.0,,,0.0,uk,,1
11888,18.0,12.0,0.0,0.024699685,2.0,0.0,1.0,1.0,,0.0,0.0,,cc,0.0010349,0
19752,,21.0,0.0,0.06270791,3.0,0.0,,1.0,15.0,0.0,0.0,0.0,,0.0799628,1
34723,24.0,17.0,0.0,0.064556552,3.0,0.0,,1.0,,0.0,,,com,0.5229071,1
35164,24.0,17.0,0.0,,2.0,0.0,0.8,,10.0,0.0,2.0,,jp,0.0230451,1
30381,26.0,19.0,0.0,0.057875065,3.0,,1.0,1.0,14.0,,0.0,0.0,com,0.5229071,0
50892,30.0,22.0,0.0,0.037539819,3.0,,0.444444444,,,0.0,0.0,0.0,app,0.001502,0
27208,28.0,21.0,0.0,,3.0,0.0,,1.0,15.0,0.0,,,com,0.5229071,1
39513,47.0,,0.0,0.043387142,3.0,0.0,0.305555556,2.0,21.0,,0.0,0.0,com,0.5229071,0
16583,24.0,17.0,0.0,0.052008407,2.0,,0.5,3.0,9.0,,9.0,0.0,us,0.0045585,1
1080,,,0.0,0.060332966,3.0,0.0,,1.0,15.0,0.0,19.0,0.0,com,0.5229071,1
4533,34.0,,,0.049513437,2.0,,0.434782609,2.0,23.0,0.0,0.0,0.0,co,0.0059772,0
37998,,13.0,0.0,,2.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,su,0.000402,0
12706,39.0,33.0,0.0,0.061633413,3.0,,1.0,1.0,27.0,,0.0,0.0,com,0.5229071,0
1588,,15.0,0.0,0.061694826,,,1.0,1.0,10.0,0.0,0.0,0.0,me,0.0036375,0
54993,31.0,24.0,0.0,0.063855802,3.0,0.0,,1.0,18.0,0.0,,0.0,com,0.5229071,1
50362,,14.0,,0.06884632,3.0,0.0,1.0,1.0,,,0.0,0.0,com,0.5229071,1
52090,29.0,22.0,0.0,0.060767276,,0.0,1.0,1.0,16.0,0.0,0.0,,com,0.5229071,1
46525,,15.0,0.0,0.053931462,3.0,0.0,,1.0,,0.0,2.0,0.0,edu,0.0115013,1
13984,23.0,,0.0,0.057036192,3.0,0.0,,1.0,10.0,0.0,2.0,0.0,com,0.5229071,1
41396,24.0,17.0,0.0,0.071933186,3.0,,,1.0,11.0,0.0,1.0,0.0,com,0.5229071,1
11197,,74.0,0.0,0.031985019,4.0,0.0,0.362318841,2.0,66.0,0.0,,0.0,link,0.0003306,0
21618,,19.0,0.0,,3.0,0.0,0.818181818,1.0,12.0,0.0,0.0,,org,,0
52654,21.0,14.0,,0.052239207,2.0,0.0,,,8.0,0.0,0.0,0.0,,0.0082003,1
28661,,22.0,,,,0.0,1.0,1.0,,0.0,,0.0,com,0.5229071,1
20182,23.0,16.0,0.0,0.064214273,3.0,0.0,0.625,2.0,,0.0,0.0,0.0,int,0.0001586,1
49548,24.0,17.0,0.0,0.064138392,,,1.0,,11.0,0.0,2.0,0.0,com,,1
54187,28.0,21.0,0.0,0.063295528,,0.0,1.0,1.0,15.0,0.0,0.0,0.0,org,0.0799628,1
52352,26.0,13.0,0.0,,3.0,0.0,,0.0,,0.0,0.0,0.0,com,0.5229071,0
23759,44.0,34.0,0.0,0.061908027,3.0,0.0,,1.0,,,0.0,0.0,,0.001502,0
506,20.0,13.0,0.0,0.077443817,3.0,0.0,1.0,1.0,7.0,0.0,2.0,0.0,org,,1
29018,93.0,20.0,,,5.0,0.0,,1.0,69.0,0.0,0.0,0.0,cloud,,0
13681,,23.0,0.0,0.064272323,,0.0,,1.0,17.0,0.0,5.0,0.0,com,0.5229071,1
23166,27.0,20.0,0.0,0.057600444,3.0,0.0,,1.0,14.0,0.0,13.0,0.0,com,0.5229071,1
54807,27.0,20.0,0.0,0.064373295,,0.0,,,,,0.0,0.0,ga,0.0002256,0
55175,18.0,11.0,,0.062762002,3.0,0.0,1.0,1.0,5.0,0.0,6.0,0.0,org,0.0799628,1
53387,,15.0,,0.05642683,2.0,0.0,1.0,1.0,9.0,,,0.0,,0.0082003,1
42865,,,0.0,0.042924987,3.0,0.0,0.368421053,2.0,,,0.0,0.0,dev,0.0009613,0
5520,48.0,39.0,0.0,0.057372345,2.0,0.0,0.555555556,1.0,33.0,0.0,,0.0,io,0.0129268,0
24407,,16.0,0.0,0.045677658,2.0,0.0,0.777777778,2.0,9.0,0.0,1.0,,jp,0.0230451,1
54381,,20.0,0.0,0.014906313,,0.0,,2.0,,0.0,0.0,,,,0
910,,22.0,0.0,0.055861523,3.0,0.0,1.0,1.0,17.0,0.0,,0.0,,0.5229071,0
32961,24.0,17.0,0.0,0.04995551,,0.0,1.0,1.0,11.0,0.0,3.0,0.0,com,0.5229071,1
31013,22.0,15.0,0.0,0.052333034,,0.0,,2.0,8.0,0.0,0.0,0.0,com,0.5229071,0
30333,49.0,,0.0,0.046990048,3.0,0.0,0.485714286,2.0,31.0,0.0,0.0,0.0,com,,0
37125,22.0,15.0,0.0,0.063826994,3.0,,1.0,,,0.0,2.0,0.0,com,,1
14312,28.0,,0.0,,3.0,,,1.0,14.0,0.0,,0.0,com,0.5229071,1
23139,23.0,16.0,0.0,0.061164683,,0.0,,1.0,10.0,0.0,5.0,0.0,,0.0384199,1
12440,21.0,14.0,0.0,0.033801751,3.0,0.0,,1.0,4.0,0.0,6.0,0.0,com,0.5229071,1
9687,26.0,19.0,0.0,0.057423837,3.0,0.0,1.0,1.0,13.0,0.0,2.0,0.0,com,0.5229071,1
7614,37.0,,0.0,,,0.0,0.391304348,3.0,23.0,0.0,0.0,0.0,com,0.5229071,0
21151,,16.0,0.0,0.054713411,3.0,0.0,1.0,,,0.0,2.0,0.0,com,0.5229071,1
49887,30.0,23.0,0.0,0.054618594,,0.0,0.533333333,1.0,16.0,,0.0,0.0,org,,1
15247,19.0,12.0,0.0,0.054305163,,0.0,1.0,1.0,,0.0,,0.0,gov,0.0033282,1
50488,32.0,26.0,0.0,0.062004438,3.0,0.0,1.0,1.0,,0.0,0.0,0.0,com,0.5229071,0
9291,49.0,41.0,0.0,,3.0,,0.432432432,1.0,,0.0,0.0,,com,0.5229071,0
11149,41.0,32.0,0.0,0.050764749,3.0,,0.571428571,,25.0,0.0,0.0,0.0,com,0.5229071,0
51798,20.0,14.0,0.0,,4.0,,1.0,1.0,8.0,0.0,1.0,0.0,live,,0
29453,,16.0,0.0,0.064817658,,0.0,1.0,1.0,,0.0,3.0,,,,1
7544,24.0,,0.0,0.060010876,3.0,,1.0,1.0,11.0,,5.0,0.0,com,0.5229071,1
24283,27.0,20.0,0.0,0.055836131,3.0,0.0,0.75,,13.0,0.0,1.0,0.0,com,0.5229071,1
8749,,21.0,0.0,0.044968542,,0.0,0.588235294,1.0,23.0,0.0,,0.0,com,0.5229071,0
14899,47.0,14.0,0.0,0.04200075,2.0,0.0,0.727272727,,28.0,0.0,0.0,0.0,ru,,0
16482,41.0,12.0,0.0,,2.0,0.0,1.0,0.0,,0.0,0.0,0.0,it,,0
16664,58.0,52.0,,0.053888566,3.0,,,3.0,40.0,0.0,,0.0,com,,0
3840,20.0,14.0,0.0,,2.0,0.0,,1.0,8.0,0.0,0.0,0.0,de,0.0326503,0
16669,,21.0,,0.066222495,,0.0,1.0,1.0,15.0,0.0,0.0,0.0,,0.5229071,1
53447,25.0,18.0,0.0,0.060537849,3.0,0.0,1.0,,12.0,,0.0,,com,,1
31727,,,0.0,0.063781667,3.0,0.0,0.818181818,2.0,12.0,0.0,0.0,0.0,gov,0.0033282,1
15778,,17.0,,0.049531138,2.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,cf,0.0001858,0
30601,16.0,10.0,0.0,0.012783718,2.0,0.0,,1.0,2.0,0.0,,,us,0.0045585,0
44638,19.0,12.0,0.0,0.074032027,3.0,0.0,1.0,1.0,,0.0,0.0,0.0,org,0.0799628,1
39020,33.0,27.0,,0.059290265,3.0,0.0,1.0,1.0,,,0.0,0.0,com,0.5229071,0
10339,37.0,28.0,,0.058087509,3.0,0.0,,1.0,,0.0,0.0,0.0,com,0.5229071,0
54301,,10.0,,0.039676593,2.0,0.0,1.0,1.0,4.0,0.0,11.0,,,0.0059772,1
25395,21.0,14.0,0.0,0.075024091,3.0,0.0,,1.0,8.0,0.0,2.0,0.0,,0.5229071,1
17832,24.0,,0.0,,3.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,,0.5229071,1
31103,21.0,14.0,,0.053519201,3.0,0.0,,1.0,,0.0,2.0,,com,0.5229071,1
